DCALENDARIO[ANO]	DCALENDARIO[NUMEROMES]	DCALENDARIO[NOMEMES]	DCALENDARIO[TRIMESTRE]	DCALENDARIO[TRI ANO]	DCALENDARIO[SEM]	VMQ_TSIEMP[RAZAOABREV]	VMQ_TSICUS[CODCENCUS]	VMQ_TSICUS[DESCRCENCUS]	VMQ_CADDRE[BLOCO]	VMQ_CADDRE[TITULO]	VMQ_TGFNAT[DESCRNAT]	[ORCADO]	[REALIZADO]	[VB_ORCADO]	[VB_REALIZADO]
2025	8	ago	T3	T3-2025	2º Sem.	Consolidação	1010400	VAREJO - SUL	3.Despesas com Vendas	3.Impostos s/ bonificações	BONIF DE PROD SOBRE VENDA	-20,86		6555235,34	885220,303
2025	9	set	T3	T3-2025	2º Sem.	Consolidação	1010400	VAREJO - SUL	3.Despesas com Vendas	3.Impostos s/ bonificações	BONIF DE PROD SOBRE VENDA	-23,17		6738690,72	899181,5971
2025	10	out	T4	T4-2025	2º Sem.	Consolidação	1010400	VAREJO - SUL	3.Despesas com Vendas	3.Impostos s/ bonificações	BONIF DE PROD SOBRE VENDA	-27,81		7955451,09	1271825,2364
2025	11	nov	T4	T4-2025	2º Sem.	Consolidação	1010400	VAREJO - SUL	3.Despesas com Vendas	3.Impostos s/ bonificações	BONIF DE PROD SOBRE VENDA	-27,81		8546417,28	1535126,1796
2025	12	dez	T4	T4-2025	2º Sem.	Consolidação	1010400	VAREJO - SUL	3.Despesas com Vendas	3.Impostos s/ bonificações	BONIF DE PROD SOBRE VENDA	-20,86		6411959,51	878426,4368
2023	8	ago	T3	T3-2023	2º Sem.	Consolidação	3010000	ASSISTENCIA TECNICA	3.Despesas com Vendas	3.Impostos s/ bonificações	BONIFICAÇÃO DE PRODUTOS ASSIS TECNICA	-26		6376723	0
2023	8	ago	T3	T3-2023	2º Sem.	Consolidação	12010000	E-COMMERCE	3.Despesas com Vendas	3.Impostos s/ bonificações	BONIFICAÇÃO DE PRODUTOS ASSIS TECNICA	-6		6376723	0
2023	12	dez	T4	T4-2023	2º Sem.	Consolidação	12010000	E-COMMERCE	3.Despesas com Vendas	3.Impostos s/ bonificações	BONIFICAÇÃO DE PRODUTOS ASSIS TECNICA	-6		6636875	0
2023	7	jul	T3	T3-2023	2º Sem.	Consolidação	3010000	ASSISTENCIA TECNICA	3.Despesas com Vendas	3.Impostos s/ bonificações	BONIFICAÇÃO DE PRODUTOS ASSIS TECNICA	-26		5341477	0
2023	9	set	T3	T3-2023	2º Sem.	Consolidação	12010000	E-COMMERCE	3.Despesas com Vendas	3.Impostos s/ bonificações	BONIFICAÇÃO DE PRODUTOS ASSIS TECNICA	-6		7392012	0
2023	10	out	T4	T4-2023	2º Sem.	Consolidação	12010000	E-COMMERCE	3.Despesas com Vendas	3.Impostos s/ bonificações	BONIFICAÇÃO DE PRODUTOS ASSIS TECNICA	-6		8620852	0
2023	10	out	T4	T4-2023	2º Sem.	Consolidação	3010000	ASSISTENCIA TECNICA	3.Despesas com Vendas	3.Impostos s/ bonificações	BONIFICAÇÃO DE PRODUTOS ASSIS TECNICA	-26		8620852	0
2023	7	jul	T3	T3-2023	2º Sem.	Consolidação	12010000	E-COMMERCE	3.Despesas com Vendas	3.Impostos s/ bonificações	BONIFICAÇÃO DE PRODUTOS ASSIS TECNICA	-6		5341477	0
2023	7	jul	T3	T3-2023	2º Sem.	Consolidação	1010100	VAREJO - SP	3.Despesas com Vendas	3.Impostos s/ bonificações	BONIFICAÇÃO DE PRODUTOS ASSIS TECNICA	-8		5341477	0
2023	11	nov	T4	T4-2023	2º Sem.	Consolidação	3010000	ASSISTENCIA TECNICA	3.Despesas com Vendas	3.Impostos s/ bonificações	BONIFICAÇÃO DE PRODUTOS ASSIS TECNICA	-26		8743403	0
2023	12	dez	T4	T4-2023	2º Sem.	Consolidação	3010000	ASSISTENCIA TECNICA	3.Despesas com Vendas	3.Impostos s/ bonificações	BONIFICAÇÃO DE PRODUTOS ASSIS TECNICA	-26		6636875	0
2023	9	set	T3	T3-2023	2º Sem.	Consolidação	3010000	ASSISTENCIA TECNICA	3.Despesas com Vendas	3.Impostos s/ bonificações	BONIFICAÇÃO DE PRODUTOS ASSIS TECNICA	-26		7392012	0
2023	11	nov	T4	T4-2023	2º Sem.	Consolidação	12010000	E-COMMERCE	3.Despesas com Vendas	3.Impostos s/ bonificações	BONIFICAÇÃO DE PRODUTOS ASSIS TECNICA	-6		8743403	0
2023	12	dez	T4	T4-2023	2º Sem.	Consolidação	1010100	VAREJO - SP	3.Despesas com Vendas	3.Impostos s/ bonificações	BONIFICAÇÃO DE PRODUTOS ASSIS TECNICA	-10		6636875	0
2023	9	set	T3	T3-2023	2º Sem.	Consolidação	1010100	VAREJO - SP	3.Despesas com Vendas	3.Impostos s/ bonificações	BONIFICAÇÃO DE PRODUTOS ASSIS TECNICA	-12		7392012	0
2023	10	out	T4	T4-2023	2º Sem.	Consolidação	1010100	VAREJO - SP	3.Despesas com Vendas	3.Impostos s/ bonificações	BONIFICAÇÃO DE PRODUTOS ASSIS TECNICA	-15		8620852	0
2023	11	nov	T4	T4-2023	2º Sem.	Consolidação	1010100	VAREJO - SP	3.Despesas com Vendas	3.Impostos s/ bonificações	BONIFICAÇÃO DE PRODUTOS ASSIS TECNICA	-15		8743403	0
2024	1	jan	T1	T1-2024	1º Sem.	Consolidação	1020000	DISTRIBUICAO	3.Despesas com Vendas	2.Bonificação Clientes	BONIF DE PROD SOBRE VENDA	-72500		3941077,04	519141,143
2024	6	jun	T2	T2-2024	1º Sem.	Consolidação	1020000	DISTRIBUICAO	3.Despesas com Vendas	2.Bonificação Clientes	BONIF DE PROD SOBRE VENDA	-105000		5650089	951443,1635
2024	10	out	T4	T4-2024	2º Sem.	Consolidação	1020000	DISTRIBUICAO	3.Despesas com Vendas	2.Bonificação Clientes	BONIF DE PROD SOBRE VENDA	-160000		7487771	825631,242
2024	12	dez	T4	T4-2024	2º Sem.	Consolidação	1020000	DISTRIBUICAO	3.Despesas com Vendas	2.Bonificação Clientes	BONIF DE PROD SOBRE VENDA	-130000		6011955	1242067,84
2025	1	jan	T1	T1-2025	1º Sem.	Consolidação	1020000	DISTRIBUICAO	3.Despesas com Vendas	2.Bonificação Clientes	BONIF DE PROD SOBRE VENDA	-170925,5		4606991,6	347022,6412
2025	7	jul	T3	T3-2025	2º Sem.	Consolidação	1020000	DISTRIBUICAO	3.Despesas com Vendas	2.Bonificação Clientes	BONIF DE PROD SOBRE VENDA	-208909		5742667,37	645965,0182
2025	8	ago	T3	T3-2025	2º Sem.	Consolidação	1020000	DISTRIBUICAO	3.Despesas com Vendas	2.Bonificação Clientes	BONIF DE PROD SOBRE VENDA	-244179,3		6555235,34	885220,303
2024	4	abr	T2	T2-2024	1º Sem.	Consolidação	1020000	DISTRIBUICAO	3.Despesas com Vendas	2.Bonificação Clientes	BONIF DE PROD SOBRE VENDA	-87500		4661710	598059,9466
2024	2	fev	T1	T1-2024	1º Sem.	Consolidação	1020000	DISTRIBUICAO	3.Despesas com Vendas	2.Bonificação Clientes	BONIF DE PROD SOBRE VENDA	-62500		3501584	646860,5811
2024	5	mai	T2	T2-2024	1º Sem.	Consolidação	1020000	DISTRIBUICAO	3.Despesas com Vendas	2.Bonificação Clientes	BONIF DE PROD SOBRE VENDA	-97500		5318896	995094,6729
2024	8	ago	T3	T3-2024	2º Sem.	Consolidação	1020000	DISTRIBUICAO	3.Despesas com Vendas	2.Bonificação Clientes	BONIF DE PROD SOBRE VENDA	-130000		6054278	737784,3344
2024	11	nov	T4	T4-2024	2º Sem.	Consolidação	1020000	DISTRIBUICAO	3.Despesas com Vendas	2.Bonificação Clientes	BONIF DE PROD SOBRE VENDA	-155000		7643263	956761,4572
2025	3	mar	T1	T1-2025	1º Sem.	Consolidação	1020000	DISTRIBUICAO	3.Despesas com Vendas	2.Bonificação Clientes	BONIF DE PROD SOBRE VENDA	-170925,5		4570963,88	434614,6343
2024	9	set	T3	T3-2024	2º Sem.	Consolidação	1020000	DISTRIBUICAO	3.Despesas com Vendas	2.Bonificação Clientes	BONIF DE PROD SOBRE VENDA	-145000		6793771	708584,88
2025	4	abr	T2	T2-2025	1º Sem.	Consolidação	1020000	DISTRIBUICAO	3.Despesas com Vendas	2.Bonificação Clientes	BONIF DE PROD SOBRE VENDA	-187204,1		5045713,85	912934,6725
2025	5	mai	T2	T2-2025	1º Sem.	Consolidação	1020000	DISTRIBUICAO	3.Despesas com Vendas	2.Bonificação Clientes	BONIF DE PROD SOBRE VENDA	-203482,7		5512279,65	1011721,2897
2024	7	jul	T3	T3-2024	2º Sem.	Consolidação	1020000	DISTRIBUICAO	3.Despesas com Vendas	2.Bonificação Clientes	BONIF DE PROD SOBRE VENDA	-116784		5615791,31	872080,2154
2025	6	jun	T2	T2-2025	1º Sem.	Consolidação	1020000	DISTRIBUICAO	3.Despesas com Vendas	2.Bonificação Clientes	BONIF DE PROD SOBRE VENDA	-203482,7		5644016,74	550459,4085
2024	3	mar	T1	T1-2024	1º Sem.	Consolidação	1020000	DISTRIBUICAO	3.Despesas com Vendas	2.Bonificação Clientes	BONIF DE PROD SOBRE VENDA	-77500		4201150	658364,8288
2025	2	fev	T1	T1-2025	1º Sem.	Consolidação	1020000	DISTRIBUICAO	3.Despesas com Vendas	2.Bonificação Clientes	BONIF DE PROD SOBRE VENDA	-157360		4216864,06	780104,6938
2026	3	mar	T1	T1-2026	1º Sem.	Consolidação	1020000	DISTRIBUICAO	3.Despesas com Vendas	2.Bonificação Clientes	BONIF DE PROD SOBRE VENDA	-182546,6		5710891,34	1414588,122
2026	4	abr	T2	T2-2026	1º Sem.	Consolidação	1020000	DISTRIBUICAO	3.Despesas com Vendas	2.Bonificação Clientes	BONIF DE PROD SOBRE VENDA	-212197		6299522,52	961293,4252
2026	7	jul	T3	T3-2026	2º Sem.	Consolidação	1020000	DISTRIBUICAO	3.Despesas com Vendas	2.Bonificação Clientes	BONIF DE PROD SOBRE VENDA	-214797,9		6840423,05	1469612,6872
2026	9	set	T3	T3-2026	2º Sem.	Consolidação	1020000	DISTRIBUICAO	3.Despesas com Vendas	2.Bonificação Clientes	BONIF DE PROD SOBRE VENDA	-221944,8		7397306,85	325992,65
2025	9	set	T3	T3-2025	2º Sem.	Consolidação	1020000	DISTRIBUICAO	3.Despesas com Vendas	2.Bonificação Clientes	BONIF DE PROD SOBRE VENDA	-220000		6738690,72	899181,5971
2025	11	nov	T4	T4-2025	2º Sem.	Consolidação	1020000	DISTRIBUICAO	3.Despesas com Vendas	2.Bonificação Clientes	BONIF DE PROD SOBRE VENDA	-290000		8546417,28	1535126,1796
2025	12	dez	T4	T4-2025	2º Sem.	Consolidação	1020000	DISTRIBUICAO	3.Despesas com Vendas	2.Bonificação Clientes	BONIF DE PROD SOBRE VENDA	-205000		6411959,51	878426,4368
2026	2	fev	T1	T1-2026	1º Sem.	Consolidação	1020000	DISTRIBUICAO	3.Despesas com Vendas	2.Bonificação Clientes	BONIF DE PROD SOBRE VENDA	-163438,1		4981218,61	623737,974
2026	5	mai	T2	T2-2026	1º Sem.	Consolidação	1020000	DISTRIBUICAO	3.Despesas com Vendas	2.Bonificação Clientes	BONIF DE PROD SOBRE VENDA	-263747,8		7535712,28	1832348,5392
2025	10	out	T4	T4-2025	2º Sem.	Consolidação	1020000	DISTRIBUICAO	3.Despesas com Vendas	2.Bonificação Clientes	BONIF DE PROD SOBRE VENDA	-300000		7955451,09	1271825,2364
2026	8	ago	T3	T3-2026	2º Sem.	Consolidação	1020000	DISTRIBUICAO	3.Despesas com Vendas	2.Bonificação Clientes	BONIF DE PROD SOBRE VENDA	-222660		7293908,34	1324472,974
2026	1	jan	T1	T1-2026	1º Sem.	Consolidação	1020000	DISTRIBUICAO	3.Despesas com Vendas	2.Bonificação Clientes	BONIF DE PROD SOBRE VENDA	-182546,6		5500885,79	510404,9322
2026	6	jun	T2	T2-2026	1º Sem.	Consolidação	1020000	DISTRIBUICAO	3.Despesas com Vendas	2.Bonificação Clientes	BONIF DE PROD SOBRE VENDA	-214797,9		6768805,86	1369494,069
2026	8	ago	T3	T3-2026	2º Sem.	Consolidação	24010101	FCC AMAZON	3.Despesas com Vendas	1.Frete	FRETES SOBRE VENDAS	-7425,6	-7437,3404	7293908,34	1324472,974
2026	3	mar	T1	T1-2026	1º Sem.	Consolidação	24010101	FCC AMAZON	3.Despesas com Vendas	1.Frete	FRETES SOBRE VENDAS	-7030,4	-5286,5232	5710891,34	1414588,122
2026	4	abr	T2	T2-2026	1º Sem.	Consolidação	24010101	FCC AMAZON	3.Despesas com Vendas	1.Frete	FRETES SOBRE VENDAS	-5844,8	-8449,21740000001	6299522,52	961293,4252
2026	7	jul	T3	T3-2026	2º Sem.	Consolidação	24010101	FCC AMAZON	3.Despesas com Vendas	1.Frete	FRETES SOBRE VENDAS	-12376	-6930,136	6840423,05	1469612,6872
2025	11	nov	T4	T4-2025	2º Sem.	Consolidação	24010101	FCC AMAZON	3.Despesas com Vendas	1.Frete	FRETES SOBRE VENDAS	-5886,9	-9381,5008	8546417,28	1535126,1796
2025	10	out	T4	T4-2025	2º Sem.	Consolidação	24010101	FCC AMAZON	3.Despesas com Vendas	1.Frete	FRETES SOBRE VENDAS	-5151,03	-6557,7122	7955451,09	1271825,2364
2026	6	jun	T2	T2-2026	1º Sem.	Consolidação	24010101	FCC AMAZON	3.Despesas com Vendas	1.Frete	FRETES SOBRE VENDAS	-6687,2	-7390,5282	6768805,86	1369494,069
2026	2	fev	T1	T1-2026	1º Sem.	Consolidação	24010101	FCC AMAZON	3.Despesas com Vendas	1.Frete	FRETES SOBRE VENDAS	-6073,6	-5517,46	4981218,61	623737,974
2025	9	set	T3	T3-2025	2º Sem.	Consolidação	24010101	FCC AMAZON	3.Despesas com Vendas	1.Frete	FRETES SOBRE VENDAS	-4415,17	-4218,96	6738690,72	899181,5971
2026	5	mai	T2	T2-2026	1º Sem.	Consolidação	24010101	FCC AMAZON	3.Despesas com Vendas	1.Frete	FRETES SOBRE VENDAS	-6375,2	-2129,3496	7535712,28	1832348,5392
2025	12	dez	T4	T4-2025	2º Sem.	Consolidação	24010101	FCC AMAZON	3.Despesas com Vendas	1.Frete	FRETES SOBRE VENDAS	-4415,17	-11091,4338	6411959,51	878426,4368
2026	1	jan	T1	T1-2026	1º Sem.	Consolidação	24010101	FCC AMAZON	3.Despesas com Vendas	1.Frete	FRETES SOBRE VENDAS	-7560,8	-6807,1238	5500885,79	510404,9322
2026	8	ago	T3	T3-2026	2º Sem.	Consolidação	24010101	FCC AMAZON	3.Despesas com Vendas	4.Comissões	COMISSOES SOBRE VENDAS MARKETPLACE	-13923	-13591,802	7293908,34	1324472,974
2026	3	mar	T1	T1-2026	1º Sem.	Consolidação	24010101	FCC AMAZON	3.Despesas com Vendas	4.Comissões	COMISSOES SOBRE VENDAS MARKETPLACE	-13182	-11021,4504	5710891,34	1414588,122
